Post Description,Post Datetime,Comments,Comment Datetime,num_words,Topic,Length,Length Category,Average Loglikelihood,Num Verbs,Num Discourse Relations,Num Pronouns,Relevance score,Relevance Score Category,actionable,valuable
"Singapore's circuit breaker to choke off the spread of the coronavirus will be extended by 1 month, and existing measures will be tightened until May 4, said PM Lee Hsien Loong in his fourth national address on the Covid-19 situation.
Link in bio @straits_times
????: Mark Cheong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 09:38:26+00:00,What is the odd and even thingy starting TMR????,2020-04-21,9,Circuit Breaker,9,0,-12.197913489341822,3,1,0,106.49138129018992,4,0,0.0
"Singapore's circuit breaker to choke off the spread of the coronavirus will be extended by 1 month, and existing measures will be tightened until May 4, said PM Lee Hsien Loong in his fourth national address on the Covid-19 situation.
Link in bio @straits_times
????: Mark Cheong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 09:38:26+00:00,Macdonalds also extend is it till June first?,2020-04-21,8,Circuit Breaker,8,0,-12.099195329321365,2,1,0,56.2717555139388,4,0,0.0
"Singapore's circuit breaker to choke off the spread of the coronavirus will be extended by 1 month, and existing measures will be tightened until May 4, said PM Lee Hsien Loong in his fourth national address on the Covid-19 situation.
Link in bio @straits_times
????: Mark Cheong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 09:38:26+00:00,u know who else wants to be choked off?,2020-04-21,9,Circuit Breaker,9,0,-10.774454137204769,4,0,0,106.49138129018992,4,0,0.0
"Singapore's circuit breaker to choke off the spread of the coronavirus will be extended by 1 month, and existing measures will be tightened until May 4, said PM Lee Hsien Loong in his fourth national address on the Covid-19 situation.
Link in bio @straits_times
????: Mark Cheong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 09:38:26+00:00,Where can i hire funeral dancers with social distancing?,2020-04-21,9,Circuit Breaker,9,0,-13.04395232875731,2,0,1,56.2717555139388,4,0,0.0
"Singapore's circuit breaker to choke off the spread of the coronavirus will be extended by 1 month, and existing measures will be tightened until May 4, said PM Lee Hsien Loong in his fourth national address on the Covid-19 situation.
Link in bio @straits_times
????: Mark Cheong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 09:38:26+00:00,@straits_times is McDonald's still going to close until 1 June,2020-04-21,7,Circuit Breaker,9,0,-11.476166056262565,3,1,0,55.38369640537922,4,0,0.0
"Singapore's circuit breaker to choke off the spread of the coronavirus will be extended by 1 month, and existing measures will be tightened until May 4, said PM Lee Hsien Loong in his fourth national address on the Covid-19 situation.
Link in bio @straits_times
????: Mark Cheong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 09:38:26+00:00,Sheer foolishness... govt forgot/neglect possible vast infections in more than 40 worker dorms. But we suffer for another month. Gold standard to Gone standard,2020-04-21,24,Circuit Breaker,25,1,-12.848345236575042,3,0,1,10.306949493557793,2,0,0.0
"Singapore's circuit breaker to choke off the spread of the coronavirus will be extended by 1 month, and existing measures will be tightened until May 4, said PM Lee Hsien Loong in his fourth national address on the Covid-19 situation.
Link in bio @straits_times
????: Mark Cheong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 09:38:26+00:00,More people commit suicide soon and imh hospital will get new customers ??????,2020-04-21,12,Circuit Breaker,12,1,-11.938275813578489,2,1,0,36.262030090496715,4,0,0.0
"Singapore's circuit breaker to choke off the spread of the coronavirus will be extended by 1 month, and existing measures will be tightened until May 4, said PM Lee Hsien Loong in his fourth national address on the Covid-19 situation.
Link in bio @straits_times
????: Mark Cheong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 09:38:26+00:00,"Lock all the people who ignore social distancing in the ship, sail them to uninhabited island",2020-04-21,16,Circuit Breaker,16,1,-11.253389146262627,2,0,0,20.5002706006928,3,0,0.0
"Singapore's circuit breaker to choke off the spread of the coronavirus will be extended by 1 month, and existing measures will be tightened until May 4, said PM Lee Hsien Loong in his fourth national address on the Covid-19 situation.
Link in bio @straits_times
????: Mark Cheong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 09:38:26+00:00,So sad... I'm going to cry???›???›???›,2020-04-21,5,Circuit Breaker,6,0,-9.651135302506015,2,0,0,408.4470075175717,4,0,0.0
"Singapore's circuit breaker to choke off the spread of the coronavirus will be extended by 1 month, and existing measures will be tightened until May 4, said PM Lee Hsien Loong in his fourth national address on the Covid-19 situation.
Link in bio @straits_times
????: Mark Cheong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 09:38:26+00:00,Let the joss stick shop open  on certain day so people can get their pray items..do considers..???,2020-04-21,18,Circuit Breaker,18,1,-11.586242957013333,3,0,0,11.865035777655802,2,0,0.0
"Singapore's circuit breaker to choke off the spread of the coronavirus will be extended by 1 month, and existing measures will be tightened until May 4, said PM Lee Hsien Loong in his fourth national address on the Covid-19 situation.
Link in bio @straits_times
????: Mark Cheong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 09:38:26+00:00,Now Iƒ??m sure thereƒ??s more people missing school ???,2020-04-21,8,Circuit Breaker,10,0,-12.20535732196125,1,0,0,54.49563729681965,4,0,0.0
"Singapore's circuit breaker to choke off the spread of the coronavirus will be extended by 1 month, and existing measures will be tightened until May 4, said PM Lee Hsien Loong in his fourth national address on the Covid-19 situation.
Link in bio @straits_times
????: Mark Cheong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 09:38:26+00:00,"YALLLLLL THIS IS FOR THE BETTER STOP COMPLAINING!!!!! ITS TOUGH BUT WE GOTTA GO THROUGH A STORM BEFORE WE CAN SEE THE RAINBOW ???› hang in there guys!!!!! we will all get through this. tough but it is super necessary so we can resume our lives normally again without worrying about this. pls stay home for real this time & adhere to whatever the govt says. have trust in our govt, they have been doing the right things & given us all of the support required. also, letƒ??s pray for the migrant workers to recover soon ƒ?‹? #sgunited",2020-04-21,93,Circuit Breaker,95,3,-12.688364749856351,17,2,5,2.4159995927523203,0,0,1.0
"Singapore's circuit breaker to choke off the spread of the coronavirus will be extended by 1 month, and existing measures will be tightened until May 4, said PM Lee Hsien Loong in his fourth national address on the Covid-19 situation.
Link in bio @straits_times
????: Mark Cheong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 09:38:26+00:00,"Mc Donaldƒ??s will open on 1 June also?? ???????????? If so, I understand but #ImNotLovinIt",2020-04-21,12,Circuit Breaker,14,1,-11.776863581469692,2,0,1,26.36209917716378,3,0,0.0
"Singapore's circuit breaker to choke off the spread of the coronavirus will be extended by 1 month, and existing measures will be tightened until May 4, said PM Lee Hsien Loong in his fourth national address on the Covid-19 situation.
Link in bio @straits_times
????: Mark Cheong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 09:38:26+00:00,i m gonna go die rn ????,2020-04-21,6,Circuit Breaker,6,0,-13.621518689442553,1,0,0,36.848290562807655,4,0,0.0
"Singapore's circuit breaker to choke off the spread of the coronavirus will be extended by 1 month, and existing measures will be tightened until May 4, said PM Lee Hsien Loong in his fourth national address on the Covid-19 situation.
Link in bio @straits_times
????: Mark Cheong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 09:38:26+00:00,i cant even earn money!! when doing grabfood..,2020-04-21,8,Circuit Breaker,8,0,-12.852561475292205,3,0,0,36.848290562807655,4,0,0.0
"Singapore's circuit breaker to choke off the spread of the coronavirus will be extended by 1 month, and existing measures will be tightened until May 4, said PM Lee Hsien Loong in his fourth national address on the Covid-19 situation.
Link in bio @straits_times
????: Mark Cheong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 09:38:26+00:00,@qing_delivery now is the time when that 500GB of data on your laptop can be put to good use,2020-04-21,17,Circuit Breaker,18,1,-10.455996652704213,3,1,1,26.835207397830878,3,0,0.0
"Singapore's circuit breaker to choke off the spread of the coronavirus will be extended by 1 month, and existing measures will be tightened until May 4, said PM Lee Hsien Loong in his fourth national address on the Covid-19 situation.
Link in bio @straits_times
????: Mark Cheong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 09:38:26+00:00,so go sch or no?,2020-04-21,5,Circuit Breaker,5,0,-11.415119952622867,1,1,0,106.49138129018992,4,0,0.0
"Singapore's circuit breaker to choke off the spread of the coronavirus will be extended by 1 month, and existing measures will be tightened until May 4, said PM Lee Hsien Loong in his fourth national address on the Covid-19 situation.
Link in bio @straits_times
????: Mark Cheong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 09:38:26+00:00,Lucky I can still go to office occasionally,2020-04-21,8,Circuit Breaker,8,0,-10.63670764944412,1,1,1,106.49138129018992,4,0,0.0
"Singapore's circuit breaker to choke off the spread of the coronavirus will be extended by 1 month, and existing measures will be tightened until May 4, said PM Lee Hsien Loong in his fourth national address on the Covid-19 situation.
Link in bio @straits_times
????: Mark Cheong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 09:38:26+00:00,thereƒ??s a mistake in their calculation?? ???œ???œ???œ,2020-04-21,6,Circuit Breaker,10,0,-13.181821976977876,1,0,0,56.2717555139388,4,0,0.0
"Singapore's circuit breaker to choke off the spread of the coronavirus will be extended by 1 month, and existing measures will be tightened until May 4, said PM Lee Hsien Loong in his fourth national address on the Covid-19 situation.
Link in bio @straits_times
????: Mark Cheong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 09:38:26+00:00,Omg !!! I wanna go school ! Why is this happening ???­ !,2020-04-21,9,Circuit Breaker,9,0,-10.56879128806265,3,0,0,55.38369640537922,4,0,0.0
"Singapore's circuit breaker to choke off the spread of the coronavirus will be extended by 1 month, and existing measures will be tightened until May 4, said PM Lee Hsien Loong in his fourth national address on the Covid-19 situation.
Link in bio @straits_times
????: Mark Cheong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 09:38:26+00:00,So is the MT o lvl cancelled or not on 1 June?,2020-04-21,11,Circuit Breaker,12,1,-11.9285705465731,3,1,0,56.2717555139388,4,0,0.0
"Singapore's circuit breaker to choke off the spread of the coronavirus will be extended by 1 month, and existing measures will be tightened until May 4, said PM Lee Hsien Loong in his fourth national address on the Covid-19 situation.
Link in bio @straits_times
????: Mark Cheong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 09:38:26+00:00,You have forgot about June school holidays,2020-04-21,7,Circuit Breaker,7,0,-11.287078230623536,2,0,0,36.2620300904967,4,0,0.0
"Singapore's circuit breaker to choke off the spread of the coronavirus will be extended by 1 month, and existing measures will be tightened until May 4, said PM Lee Hsien Loong in his fourth national address on the Covid-19 situation.
Link in bio @straits_times
????: Mark Cheong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 09:38:26+00:00,Honestly Iƒ??m so mad like seriously when nature fights back tbh but like also just sitting at home all day especially when you live in a condo and all facilities are closed as well itƒ??s just so frustrating,2020-04-21,38,Circuit Breaker,40,2,-11.610014024618534,5,4,1,13.600783883447592,2,0,0.0
"Singapore's circuit breaker to choke off the spread of the coronavirus will be extended by 1 month, and existing measures will be tightened until May 4, said PM Lee Hsien Loong in his fourth national address on the Covid-19 situation.
Link in bio @straits_times
????: Mark Cheong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 09:38:26+00:00,everyone stay strong! we'll get through this,2020-04-21,6,Circuit Breaker,7,0,-10.109002429845749,0,0,0,56.2717555139388,4,0,0.0
"Singapore's circuit breaker to choke off the spread of the coronavirus will be extended by 1 month, and existing measures will be tightened until May 4, said PM Lee Hsien Loong in his fourth national address on the Covid-19 situation.
Link in bio @straits_times
????: Mark Cheong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 09:38:26+00:00,The jobless with family to support will be tough???›,2020-04-21,9,Circuit Breaker,9,0,-9.553682774019087,2,0,0,56.2717555139388,4,0,0.0
"Singapore's circuit breaker to choke off the spread of the coronavirus will be extended by 1 month, and existing measures will be tightened until May 4, said PM Lee Hsien Loong in his fourth national address on the Covid-19 situation.
Link in bio @straits_times
????: Mark Cheong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-21 09:38:26+00:00,We have 2 more weeks to go. Why to take such decisions now?????,2020-04-21,12,Circuit Breaker,13,1,-9.285443888516589,3,0,0,56.2717555139388,4,0,0.0
